numero_processo;data_distribuicao;codarea_acao;data_atendimento;cod_cliente;cod_usuario;cod_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;objeto_acao;destino;codprognostico;codassunto;codlocaltramite;uf;codcomarca;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;data_transitojulgado;data_sentenca;data_execucao;migracao;cod_fase_processo;numero_pasta;numero_cnj;data_ultima_visualizacao
0012345-12.2024.1.12.0626;06/02/2014 00:00;Direito Cível;;Fulano(a) 1750;347394;0;100000.0;;;19/09/2013 14:01;FGTS 1999;;Indefinido;FGTS 1999;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;;06/02/2014 00:00;FGTS 1999;;;;;;318.0;;14/04/2020 16:33
0012345-12.2024.1.12.0627;;;;Fulano(a) 686;559945;0;0.0;;;13/11/2019 13:33;;;;;;;;;Justiça Federal;;;CONVERSÃO EM PJE DO CUMPRIMENTO DE SENTENÇA;;;;;;2057.0;;24/07/2020 16:33
0012345-12.2024.1.12.0628;04/12/2016 00:00;Direito do Trabalho;;Fulano(a) 1551;301340;0;18000.0;;;09/11/2016 18:01;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;09/11/2016 00:00;REVISÃO DE PPP;;;;;;1036.0;;29/04/2021 10:42
0012345-12.2024.1.12.0629;05/11/2018 00:00;Direito do Trabalho;;Fulano(a) 591;301340;0;85000.0;;;06/06/2018 10:39;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;06/06/2018 00:00;VERBAS TRABALHISTAS USIMINAS;;;;;;1495.0;;14/07/2021 17:22
0012345-12.2024.1.12.0630;15/05/2008 00:00;Direito Cível;;Fulano(a) 948;301340;0;0.0;;;18/09/2018 11:24;Cobrança;Arquivo Morto;Improcedência Provável;Cobrança;vara cível;MG;Ipatinga;Executado;Justiça Estadual;Arquivado;18/09/2018 00:00;EMBARGOS A EXECUÇÃO;;;;;;1613.0;;28/11/2019 09:42
0012345-12.2024.1.12.0631;;;;Fulano(a) 1415;559945;0;0.0;;;16/08/2019 11:46;;;;;;UF;;;;;;;;;;;;1944.0;;
0012345-12.2024.1.12.0632;;;;Fulano(a) 397;347394;0;0.0;;;22/09/2020 10:47;;;;;;UF;;;;;;;;;;;;2303.0;;22/09/2020 10:47
0012345-12.2024.1.12.0633;25/09/2009 00:00;Direito Previdenciário;;Fulano(a) 1596;302720;0;0.0;;;31/08/2012 17:26;Aposentadoria;;;Aposentadoria;1ª Vara Federal de Ipatinga/MG;MG;Ipatinga;Autor;Justiça Federal;Conciliação;03/09/2009 00:00;;;;;;;96.0;;09/02/2022 18:07
0012345-12.2024.1.12.0634;;Direito do Trabalho;;Fulano(a) 1060;301340;0;32000.0;;;20/11/2017 17:54;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamada;Justiça do Trabalho;Instrução;20/11/2017 00:00;DEFESA EM RECLAMATÓRIA TRABALHISTA;;;;;;1357.0;;03/11/2021 14:39
0012345-12.2024.1.12.0635;;;;Fulano(a) 1659;347394;0;0.0;;;13/11/2019 17:52;;;;;;UF;;;;;;;;;;;;2059.0;;13/11/2019 17:52
0012345-12.2024.1.12.0636;18/12/2013 00:00;Direito do Trabalho;;Fulano(a) 517;301340;0;690000.0;;;01/02/2013 14:00;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;17/05/2013 00:00;;;;;;;205.0;;12/11/2021 17:17
0012345-12.2024.1.12.0637;07/11/2016 00:00;Direito Cível;;Fulano(a) 708;301340;0;70567.32;;;15/07/2016 15:44;Obrigação de Fazer;Mesa Administração 01;Procedência Provável;Obrigação de Fazer;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;15/07/2016 00:00;AÇÃO ORDINARIA - PEDIDO DE ANTECIPAÇÃO DOS EFEITOS DA TUTELA - SAQUE DE FGTS;;;;;;965.0;;07/02/2022 16:23
0012345-12.2024.1.12.0638;05/12/2019 00:00;Direito do Trabalho;;Fulano(a) 1560;347394;0;0.0;;;13/01/2020 11:29;Carta Precatória;Mesa Recepção;Procedência Parcial Provável;Carta precatória;;ES;Colatina;Reclamante;Justiça do Trabalho;Conciliação;;;;;;;;2104.0;;03/11/2021 17:01
0012345-12.2024.1.12.0639;06/10/2016 00:00;Direito do Trabalho;;Fulano(a) 35;301340;0;393112.19;;;04/08/2016 16:41;Reclamatória Trabalhista;Mesa Administração 01;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;04/08/2016 00:00;TRABALHISTA - USIMINAS E USIMEC;;;;;;982.0;;07/10/2021 14:54
0012345-12.2024.1.12.0640;16/11/2020 00:00;Direito do Trabalho;;Fulano(a) 1465;301340;0;79295.92;;;08/10/2020 14:22;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;08/10/2020 00:00;TRABALHISTA USIMEC - VERBAS DIVERSAS;;;;;;2311.0;;13/01/2022 13:14
0012345-12.2024.1.12.0641;12/07/2012 00:00;Direito Previdenciário;;Fulano(a) 1273;302720;0;0.0;;;19/09/2012 14:36;Aposentadoria;;;Aposentadoria;1ª Vara Federal de Ipatinga/MG;MG;Ipatinga;Autor;Justiça Federal;Conciliação;10/12/2011 00:00;;;;;;;116.0;;12/01/2022 20:01
0012345-12.2024.1.12.0642;01/09/2017 00:00;Direito do Trabalho;;Fulano(a) 1355;301340;0;306055.4;;;23/02/2017 15:37;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;23/02/2017 00:00;TRABALHISTA USIMINAS;;;;;;1098.0;;13/09/2021 14:54
0012345-12.2024.1.12.0643;01/09/2017 00:00;Direito do Trabalho;;Fulano(a) 1058;301340;0;116459.42;;;03/07/2017 10:58;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Ouro Preto;Reclamante;Justiça do Trabalho;Instrução;03/07/2017 00:00;;;;;;;1215.0;;26/03/2021 16:51
0012345-12.2024.1.12.0644;;Direito do Trabalho;;Fulano(a) 1657;301340;0;0.0;;;01/04/2021 12:40;Reclamatória Trabalhista;;Procedência Provável;Verbas Trabalhistas Diversas;;;;Reclamante;Justiça do Trabalho;;01/04/2021 00:00;ESQUADRA e APERAM;;;;;;2458.0;;01/02/2022 15:22
0012345-12.2024.1.12.0645;13/07/2020 00:00;Direito Cível;;Fulano(a) 1321;301340;0;1200.0;;;22/08/2019 11:39;Alvará Judicial;Mesa Recepção;Procedência Parcial Provável;Alvará Judicial;Vara da Família e Sucessões;MG;Ipatinga;Requerente;Justiça Estadual;Conciliação;22/08/2019 00:00;ALVARÁ JUDICIAL;;;;;;1949.0;;10/09/2021 14:10
0012345-12.2024.1.12.0646;;;;Fulano(a) 1364;301340;0;0.0;;;22/11/2018 11:50;;;;;;;;;Justiça do Trabalho;;;TRABALHISTA USIMINAS;;;;;;1667.0;;06/04/2020 09:45
0012345-12.2024.1.12.0647;;;;Fulano(a) 1534;347394;0;0.0;;;23/10/2020 15:36;;;;;;UF;;;;;;;;;;;;2323.0;;23/10/2020 15:36
0012345-12.2024.1.12.0648;;;;Fulano(a) 417;347394;0;0.0;;;17/06/2020 09:38;;;;;;UF;;;;;;;;;;;;2235.0;;17/06/2020 09:38
0012345-12.2024.1.12.0649;14/04/2020 00:00;Direito do Trabalho;;Fulano(a) 1800;301340;0;203410.2;;;07/11/2019 17:55;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;07/11/2019 00:00;VERBAS DIVERSAS;;;;;;2050.0;;13/01/2022 13:05
0012345-12.2024.1.12.0650;25/01/2016 00:00;Direito do Trabalho;;Fulano(a) 1218;301340;0;10000.0;;;05/11/2015 16:41;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;05/11/2016 00:00;;;;;;;828.0;;27/10/2020 11:27
0012345-12.2024.1.12.0651;;Direito Previdenciário;;Fulano(a) 1249;301340;0;0.0;;;11/02/2019 18:19;Requerimento Administrativo;;Procedência Provável;Aposentadoria por Tempo de Contribuição;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Extrajudicial;Arquivado;;APOSENTADORIA 85/95;;;;;;1720.0;;22/05/2020 09:59
0012345-12.2024.1.12.0652;;;;Fulano(a) 1719;347394;0;0.0;;;08/10/2019 17:46;;;;;;UF;;;;;;;;;;;;2014.0;;08/10/2019 17:46
0012345-12.2024.1.12.0653;;;;Fulano(a) 1411;347394;0;0.0;;;29/11/2019 10:42;;;;;;UF;;;;;;;;;;;;2087.0;;29/11/2019 10:42
0012345-12.2024.1.12.0654;;;;Fulano(a) 1419;347394;0;0.0;;;28/11/2019 16:07;;;;;;UF;;;;;;;;;;;;2084.0;;28/11/2019 16:07
0012345-12.2024.1.12.0655;22/11/2012 00:00;Direito Família;;Fulano(a) 191;302720;0;500.0;;22/11/2012 00:00;22/11/2012 08:53;;;Procedência Provável;Divórcio Consensual;;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;20/11/2012 00:00;DIVÓRCIO EXTRAJUDICIAL;22/11/2012 00:00;22/11/2012 00:00;;;;148.0;;28/11/2019 16:24
0012345-12.2024.1.12.0656;01/11/2019 00:00;Direito Previdenciário;;Fulano(a) 1415;559945;0;1011.0;;;16/08/2019 11:52;Cobrança;Mesa Recepção;Procedência Parcial Provável;Cobrança;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;;EXECUÇÃO DE CONTRATO DE HONORÁRIOS - VANUSA;;;;;;1945.0;;15/07/2020 09:38
0012345-12.2024.1.12.0657;;;;Fulano(a) 1250;301340;0;0.0;;;24/04/2019 10:52;;;;;;;;;Justiça Federal;;;CUMPRIMENTO DE SENTENÇA - RETROATIVO INSS;;;;;;1811.0;;05/05/2021 15:18
0012345-12.2024.1.12.0658;19/02/2018 00:00;Direito Família;;Fulano(a) 621;301340;0;75994.57;;;11/07/2017 22:14;Partilha;Arquivo Morto;Procedência Parcial Provável;Partilha;1ª Família/Sucessões;MG;Ipatinga;Requerente;Justiça Estadual;Arquivado;11/07/2017 00:00;PARTILHA;;;;;;1225.0;;06/11/2019 09:04
0012345-12.2024.1.12.0659;17/03/2016 00:00;Direito do Trabalho;;Fulano(a) 1744;347394;0;10000.0;;;20/01/2016 16:17;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;20/01/2016 00:00;REVISÃO DE PPP - CONVAÇO;;;;;;870.0;;18/11/2019 13:51
0012345-12.2024.1.12.0660;;;;Fulano(a) 938;347394;0;0.0;;;27/01/2021 08:25;;;;;;UF;;;;;;;;;;;;2390.0;;27/01/2021 08:25
0012345-12.2024.1.12.0661;30/10/2017 00:00;Direito do Trabalho;;Fulano(a) 921;301340;0;100000.0;;;21/08/2017 10:45;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;21/08/2017 00:00;TRABALHISTA USIMINAS;;;;;;1262.0;;17/01/2022 08:58
0012345-12.2024.1.12.0662;;;;Fulano(a) 1540;301340;0;0.0;;;24/06/2020 15:29;;;;;;UF;;;;;;;;;;;;2239.0;;
0012345-12.2024.1.12.0663;13/10/2014 00:00;Direito Cível;;Fulano(a) 797;301340;0;30000.0;;;01/09/2014 14:27;Auxílio Acidente;;Procedência Parcial Provável;Auxílio Acidente;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;01/09/2014 00:00;;;;;;;571.0;;29/09/2021 10:17
0012345-12.2024.1.12.0664;16/09/2015 00:00;Direito do Trabalho;;Fulano(a) 571;301340;0;347000.0;;;14/05/2015 16:21;Reclamatória Trabalhista;Mesa Recepção;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Autor;Justiça do Trabalho;Instrução;04/05/2015 00:00;;;;;;;711.0;;01/02/2022 10:03
0012345-12.2024.1.12.0665;;Direito Previdenciário;;Fulano(a) 1109;301340;0;0.0;;;21/01/2021 18:34;;;Procedência Provável;Benefício Assistencial ao Idoso ou Portador de Def;;;;Requerente;Extrajudicial;;21/01/2021 00:00;BENEFICIO ASSISTENCIAL A PESSOA COM DEFICIENCIA (JOVEM DE 15 ANOS NA DATA DA CONTRATAÇÃO);;;;;;2389.0;;01/02/2022 10:04
0012345-12.2024.1.12.0666;;;;Fulano(a) 1418;347394;0;0.0;;;29/11/2019 16:32;;;;;;UF;;;;;;;;;;;;2088.0;;29/11/2019 16:32
0012345-12.2024.1.12.0667;19/10/2018 00:00;Direito Previdenciário;;Fulano(a) 1610;301340;0;23000.0;;;05/09/2018 10:34;Auxílio Doença;Arquivo Morto;Procedência Parcial Provável;Auxílio Doença;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;05/09/2018 00:00;AUXILIO DOENÇA;;;;;;1595.0;;15/04/2021 15:25
0012345-12.2024.1.12.0668;;;;Fulano(a) 443;347394;0;0.0;;;21/05/2020 14:33;;;;;;UF;;;;;;;;;;;;2209.0;;21/05/2020 14:33
0012345-12.2024.1.12.0669;;;;Fulano(a) 1354;347394;0;0.0;;;07/10/2019 09:54;;;;;;UF;;;;;;;;;;;;2013.0;;11/10/2019 16:27
0012345-12.2024.1.12.0670;18/10/2016 00:00;Direito Cível;;Fulano(a) 26;301340;0;31893.65;;;16/07/2015 10:00;Prestação de Contas;Mesa Administração 01;Procedência Parcial Provável;Prestação de Contas;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;16/07/2015 00:00;AÇÃO DE EXIGIR CONTAS;;;;;;745.0;;30/09/2021 14:46
0012345-12.2024.1.12.0671;;Direito Família;;Fulano(a) 1165;301340;0;0.0;;;07/11/2018 09:37;Divórcio;;;Divórcio Consensual;vara cível;MG;Coronel Fabriciano;Autor;Justiça Estadual;Arquivado;;DESARQUIVAMENTO DO PROCESSO PRA INSTRUIR REGISTRO DE ESCRITURA DE IMÓVEL;;;;;;1652.0;;03/12/2019 14:56
0012345-12.2024.1.12.0672;;Direito Previdenciário;;Fulano(a) 1183;559945;0;0.0;;;23/10/2019 14:15;RPV - Requisição de Pequeno Valor;Mesa Recepção;Procedência Parcial Provável;RPV - Requisição de Pequeno Valor;;DF;Brasília;Requerente;Justiça Federal;Execução;;;;;;;;2030.0;;03/12/2019 16:06
0012345-12.2024.1.12.0673;;;;Fulano(a) 1411;301340;0;0.0;;;30/11/2019 10:30;;;;;;;;;;;;;;;;;;2089.0;;03/12/2019 16:32
0012345-12.2024.1.12.0674;;Direito Previdenciário;;Fulano(a) 1537;559945;0;0.0;;;15/10/2019 11:59;RPV - Requisição de Pequeno Valor;Mesa Recepção;;RPV - Requisição de Pequeno Valor;;DF;Brasília;Requerente;Justiça Federal;Execução;;;;;;;;2018.0;;15/10/2019 13:13
0012345-12.2024.1.12.0675;01/12/2021 00:00;Direito Cível;;Fulano(a) 1415;347394;0;1117.87;;;08/12/2021 16:17;Cumprimento de sentença;Mesa Recepção;Procedência Parcial Provável;Cumprimento de sentença;1ª UJ - 2º JD / Juizado Especial Cível;MG;Ipatinga;Exequente;Justiça Estadual;Execução;;;;;;;;2675.0;;08/12/2021 16:22
0012345-12.2024.1.12.0676;18/06/2015 00:00;Direito Previdenciário;;Fulano(a) 601;301340;0;52680.0;;;07/08/2014 11:13;Aposentadoria;;Procedência Provável;Apos Especial ou, SUCESSIVAMENTE, Apos Tempo Contr;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;07/08/2014 00:00;;;;;;;555.0;;07/02/2022 16:48
0012345-12.2024.1.12.0676;18/06/2015 00:00;Direito Previdenciário;;Fulano(a) 601;301340;0;52680.0;;;07/08/2014 11:13;Aposentadoria;;Procedência Provável;Apos Especial ou, SUCESSIVAMENTE, Apos Tempo Contr;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;07/08/2014 00:00;;;;;;;555.0;;07/02/2022 16:48
0012345-12.2024.1.12.0677;16/05/2018 00:00;Direito Previdenciário;;Fulano(a) 1249;301340;0;59350.85;;;31/05/2017 15:51;Aposentadoria;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria por Tempo de Contribuição;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;31/05/2017 00:00;APOSENTADORIA POR TEMPO DE CONTRIBUICAO;;;;;;1194.0;;16/11/2021 10:00
0012345-12.2024.1.12.0678;;Direito Imobiliário;;Fulano(a) 1165;301340;0;0.0;;;19/07/2018 15:11;Registro de Escritura;Arquivo Morto;Procedência Provável;Registro de Escritura;Cartório de Registro de Imóveis;MG;Coronel Fabriciano;Requerente;Extrajudicial;Arquivado;19/07/2018 00:00;REGISTRO DE ESCRITURA NO CARTORIO DE IMÓVEIS;;;;;;1556.0;;02/03/2020 10:34
0012345-12.2024.1.12.0679;06/06/2018 00:00;Direito Previdenciário;;Fulano(a) 686;559945;0;1000.0;;;08/06/2018 16:03;Agravo de Instrumento;Mesa Administração 02;Procedência Parcial Provável;Aposentadoria;Turma - TRF1;DF;Brasília;Agravante;Justiça Federal;Instrução;04/11/2010 00:00;AGRAVO DE INSTRUMENTO;;;;;;1498.0;;24/01/2022 14:02
0012345-12.2024.1.12.0680;;;;Fulano(a) 543;347394;0;0.0;;;17/10/2019 15:27;;;;;;UF;;;;;;;;;;;;2022.0;;17/10/2019 15:27
0012345-12.2024.1.12.0681;;Direito Previdenciário;;Fulano(a) 1727;559945;0;0.0;;;18/04/2019 13:43;RPV - Requisição de Pequeno Valor;Mesa Recepção;Procedência Parcial Provável;RPV - Requisição de Pequeno Valor;;;;Autor;Justiça Federal;Instrução;;;;;;;;1802.0;;25/03/2021 08:45
0012345-12.2024.1.12.0682;;;;Fulano(a) 683;347394;0;0.0;;;18/10/2019 09:27;;;;;;UF;;;;;;;;;;;;2025.0;;18/10/2019 09:27
0012345-12.2024.1.12.0683;27/09/2013 00:00;Direito Previdenciário;;Fulano(a) 230;301340;0;0.0;;;24/08/2012 17:55;Revisional de benefício Previdenciário;;Procedência Provável;Revisional de benefício Previdenciário;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;;28/02/2013 00:00;REVISÃO DOS TEMPOS INSALUBRES QUE NÃO FORAM ACEITOS NO INSS;;;;;;82.0;;10/02/2022 15:12
0012345-12.2024.1.12.0684;;;;Fulano(a) 716;347394;0;0.0;;;04/12/2019 17:13;;;;;;UF;;;;;;;;;;;;2091.0;;04/12/2019 17:13
0012345-12.2024.1.12.0685;;;;Fulano(a) 985;347394;0;0.0;;;19/10/2020 16:22;;;;;;UF;;;;;;;;;;;;2315.0;;19/10/2020 16:22
0012345-12.2024.1.12.0686;31/07/2019 00:00;Direito Previdenciário;;Fulano(a) 767;347394;0;0.0;;;06/08/2019 11:35;RPV - Requisição de Pequeno Valor;Mesa Recepção;Procedência Parcial Provável;Aposentadoria Especial;Tribunal Regional Federal;DF;Brasília;Requerente;Justiça Federal;Instrução;;;;;;;;1928.0;;03/12/2019 14:03
0012345-12.2024.1.12.0687;28/11/2013 00:00;Direito Cível;;Fulano(a) 290;301340;0;18000.0;;;28/08/2014 10:07;Cobrança;;Improcedência Provável;Comissão de Corretagem;vara cível;MG;Ipatinga;Réu;Justiça Estadual;Instrução;28/08/2014 00:00;;;;;;;566.0;;09/06/2020 08:28
0012345-12.2024.1.12.0688;08/11/2017 00:00;Direito do Trabalho;;Fulano(a) 344;301340;0;10000.0;;;29/06/2017 09:42;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;29/06/2017 00:00;REVISAO DE PPP;;;;;;1212.0;;18/11/2021 17:24
0012345-12.2024.1.12.0689;;;;Fulano(a) 1391;347394;0;0.0;;;21/10/2019 11:09;;;;;;UF;;;;;;;;;;;;2027.0;;21/10/2019 11:09
0012345-12.2024.1.12.0690;;;;Fulano(a) 14;301340;0;0.0;;;05/12/2019 17:09;;;;;;;;;Justiça Federal;;;;;;;;;2094.0;;10/02/2022 17:13
0012345-12.2024.1.12.0691;01/07/2019 00:00;Direito Previdenciário;;Fulano(a) 757;559945;0;0.0;;;16/09/2019 16:53;Precatório;Mesa Recepção;Procedência Parcial Provável;Conversao de beneficio;Tribunal Regional Federal;DF;Brasília;Autor;Justiça Federal;Execução;;;;;;;;1986.0;;14/09/2020 16:19
0012345-12.2024.1.12.0692;18/11/2021 00:00;Direito Previdenciário;;Fulano(a) 1549;559945;0;53845.3;;;02/07/2019 11:47;Cobrança;Mesa Recepção;Procedência Parcial Provável;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;;ATRASADOS ENTRE A DER E A DATA DE IMPETRAÇÃO;;;;;;1869.0;;16/12/2021 16:16
0012345-12.2024.1.12.0693;;;;Fulano(a) 1394;347394;0;0.0;;;23/10/2019 09:03;;;;;;UF;;;;;;;;;;;;2028.0;;23/10/2019 09:03
0012345-12.2024.1.12.0694;08/06/2016 00:00;Direito do Trabalho;;Fulano(a) 1505;301340;0;291502.6;;;31/05/2016 17:12;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;18/08/2015 00:00;;;;;;;942.0;;29/03/2021 14:13
0012345-12.2024.1.12.0695;;Direito Cível;;Fulano(a) 1074;559945;0;150525.57;;;22/11/2021 14:28;Cumprimento de sentença;Mesa Recepção;Procedência Parcial Provável;Cumprimento de sentença;vara cível;;Ipatinga;Executado;Justiça Estadual;Execução;;;;;;;;2647.0;;16/12/2021 15:06
0012345-12.2024.1.12.0696;01/09/2017 00:00;Direito do Trabalho;;Fulano(a) 1318;301340;0;35826.06;;;09/01/2017 16:02;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;04/02/2016 00:00;;;;;;;1064.0;;04/05/2021 17:35
0012345-12.2024.1.12.0697;;Direito do Trabalho;;Fulano(a) 1233;559945;0;0.0;;;16/03/2019 14:47;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Retificação de PPP;;;;;Justiça do Trabalho;;21/09/2016 00:00;RETIFICAÇÃO DO PPP;;;;;;1752.0;;26/05/2020 09:56
0012345-12.2024.1.12.0698;27/09/2019 00:00;Direito do Trabalho;;Fulano(a) 1448;301340;0;11580.18;;;27/06/2019 14:39;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Verbas Trabalhistas Diversas;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Arquivado;27/06/2019 00:00;VERBAS DIVERSAS E PARTE DE RESCISÃO NÃO QUITADA;;;;;;1863.0;;04/05/2021 17:36
0012345-12.2024.1.12.0699;26/07/2019 00:00;Direito Imobiliário;;Fulano(a) 1053;559945;0;13712.06;;;17/07/2018 14:33;Cobrança;Mesa Recepção;Procedência Parcial Provável;Cobrança;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;17/07/2018 00:00;COBRANÇA DE ALUGUEIS DEVIDOS;;;;;;1545.0;;02/02/2022 22:45
0012345-12.2024.1.12.0700;;;;Fulano(a) 1802;347394;0;0.0;;;22/11/2021 13:59;;;;;;UF;;;;;;;;;;;;2646.0;;22/11/2021 13:59
0012345-12.2024.1.12.0701;;Direito do Trabalho;;Fulano(a) 1755;301340;0;0.0;;;09/08/2021 16:03;Reclamatória Trabalhista;;Procedência Provável;Retificação de PPP;;;;Reclamante;Justiça do Trabalho;;09/08/2021 00:00;RETIFICAÇÃO DO PPP - USIMINAS;;;;;;2583.0;;24/08/2021 10:39
0012345-12.2024.1.12.0702;;;;Fulano(a) 1515;347394;0;0.0;;;01/09/2020 11:02;;;;;;UF;;;;;;;;;;;;2298.0;;01/09/2020 11:02
0012345-12.2024.1.12.0703;;Direito Cível;;Fulano(a) 1415;559945;0;0.0;;;26/05/2020 11:01;Cumprimento de sentença;;Procedência Provável;Honorários de Sucumbência;;;;Exequente;Justiça Estadual;;;BM X PREVIDENCIA X AMADEU RENATO COSTA;;;;;;2219.0;;26/05/2020 11:03
0012345-12.2024.1.12.0704;04/04/2014 00:00;Direito Cível;;Fulano(a) 1091;301340;0;30000.0;;;14/03/2014 10:32;Prestação de Contas;;Indefinido;Prestação de Contas;vara cível;MG;Ipatinga;Autor;Justiça Estadual;;14/03/2014 00:00;DIFERENÇA SALDO PARTICIPANTE E PATROCINADORA;;;;;;441.0;;24/07/2020 16:03
0012345-12.2024.1.12.0705;26/04/2016 00:00;Direito do Trabalho;;Fulano(a) 1318;347394;0;54987.67;;;04/02/2016 17:40;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;04/02/2016 00:00;;;;;;;890.0;;16/01/2020 16:25
0012345-12.2024.1.12.0706;25/10/2013 00:00;Direito do Trabalho;;Fulano(a) 1415;301340;0;570000.0;;;28/10/2013 10:51;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;02/04/2014 00:00;;;;;;;336.0;;26/11/2021 11:37
0012345-12.2024.1.12.0707;;;;Fulano(a) 1550;347394;0;0.0;;;13/02/2020 15:23;;;;;;UF;;;;;;;;;;;;2122.0;;13/02/2020 15:23
0012345-12.2024.1.12.0708;;Direito Previdenciário;;Fulano(a) 462;301340;0;0.0;;;21/05/2020 10:24;Requerimento Administrativo;Arquivo Morto;Procedência Provável;Salário Maternidade;Instituto Nacional de Seguro Social;MG;Coronel Fabriciano;Requerente;Extrajudicial;Arquivado;21/05/2020 00:00;SALARIO MATERNIDADE;;;;;;2205.0;;07/07/2020 19:13
0012345-12.2024.1.12.0709;;;;Fulano(a) 439;347394;0;0.0;;;05/08/2020 09:26;;;;;;UF;;;;;;;;;;;;2274.0;;05/08/2020 09:26
0012345-12.2024.1.12.0710;21/07/2015 00:00;Direito do Trabalho;;Fulano(a) 1289;301340;0;237001.98;;;03/06/2015 11:02;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Autor;Justiça do Trabalho;Instrução;03/06/2015 00:00;;;;;;;723.0;;14/12/2021 10:31
0012345-12.2024.1.12.0711;;;;Fulano(a) 279;347394;0;0.0;;;19/07/2021 14:29;;;;;;UF;;;;;;;;;;;;2565.0;;19/07/2021 14:29
